id,label,description
NCG12861,Roan High Bluff,"NE Mitchell County on Roan Mountain. Alt. 6,267."
NCG12862,Roan High Knob,"on the Mitchell County, N.C.-Carter County, Tenn., line. Alt. 6,286."
NCG12863,Roan Island,"a silt island in S Pender County approx. 4 mi. long and 1½ mi. wide; surrounded by Cape Fear River, Thoroughfare, and Black River."
NCG12864,Roan Mountain,"NE Mitchell County, extends NE into Tennessee. Alt. approx. 6,200. Probably named for its roan (reddish) color when seen from a distance in the rhododendron blooming season. Site of Rhododendron Festival each June."
NCG12865,Roan Valley,parallel to Fall Creek in E Mitchell County.
NCG12866,Roanes Mill,"community in S Macon County served by post office, 1878-1912."
NCG12867,Roanoac,"an Indian village formerly near the N tip of Roanoke Island, E Dare County; the site is now submerged in the waters of Albemarle Sound. Appears on the White maps of 1585 and 1590."
NCG12868,Roanoak Town,See Carteret.
NCG12869,Roanoke,See Poplar Point.
NCG12870,Roanoke Canal,"constructed between 1817 and 1823 and extended between 1824 and 1834 to bypass the Upper and Lower Falls of Roanoke River in N Halifax County. The canal, built by the Roanoke Navigation Company, provided a series of locks that made uninterrupted navigation of the river possible. The locks raised and lowered vessels 44 ft. from the basin to the river and could accommodate boats weighing from 30 to 50 tons. With the completion of the Raleigh and Gaston Railroad and its junction with Seaboard Railroad about 1841, the canal began a decline and was no longer used by 1865. Chockoyotte Creek Viaduct and other remnants remain."
NCG12871,Roanoke County,"was proposed as the name for the SE portion of Halifax County in 1868, when there was a move to divide the county. A manuscript map of Roanoke County made by M. L. Venable is in the North Carolina Collection at the University of North Carolina at Chapel Hill."
NCG12872,Roanoke Inlet,"former inlet from the Atlantic Ocean into Roanoke Sound through Bodie Island S of the present location of Nags Head, NE Dare County. Inlet was the original N boundary of Bodie Island. Opened prior to 1657 and closed in 1795, according to a note on the Kerr map, 1882. Appears on the Ogilby map, 1671."
NCG12873,Roanoke Island,"approx. 11 mi. long and 2¼ mi. wide, E Dare County; it is separated by Roanoke Sound from Bodie Island (Outer Banks) on the E and from the mainland by Croatan Sound on the w. Site of Fort Raleigh, center of English exploration and settlement, 1584-87. Name believed to be of Algonquian Indian origin signifying ""northern people"" or ""northerners,"" referring to the fact that the Indians lived on the N end of the island or that they had earlier migrated from an ancestral home in the n. The name Roanoke also came to be applied to shell beads. Site of freedman's colony, 1865. Fort Raleigh National Historic Site is on the N end of the island. See also Manteo; Carteret."
NCG12874,Roanoke Marshes,"extensive string of low marsh islands in Croatan Sound, E central Dare County stretching from SW end of Roanoke Island to a large marshy area on the mainland. Site of a beacon est. approx. 1875; last of manually operated lights along the coast replaced by automatic beacon in 1955. The islands for the most part have washed away. Shown on the Collet map, 1770, as Daniels Marshes. Unnamed but shown prominently on the Moseley map, 1733."
NCG12875,Roanoke Rapids,city in N Halifax County on the Roanoke River. Founded in 1893 by John Armstrong Chaloner (1862-1935) as a cottonmill site and named for the rapids in the river. Inc. 1897. Originally known as Great Falls. Produces paper and textiles. Alt. 169.
NCG12876,Roanoke Rapids Dam,See Lake Gaston.
NCG12877,Roanoke Rapids Lake,"is formed by a dam near the city of Roanoke Rapids in NE Halifax County on Roanoke River. The lake extends NW along the Halifax-Northampton county line to Gaston Dam. The dam there was completed in 1955, and the lake covers 4,900 acres, with a shoreline of 47 mi. and a max. depth of 90 ft. Built by Virginia Electric and Power Company to generate hydroelectric power, the lake is also used for recreation. See also Lake Gaston."
NCG12878,Roanoke Rapids Township,N Halifax County.
NCG12879,Roanoke River,"is formed in Montgomery County, Va., by the junction of North Fork and South Fork and flows SE into North Carolina in NE Warren County. It flows across a corner of Warren and along the Halifax-Northampton, Halifax-Bertie, Bertie-Martin, and Bertie-Washington county lines into Batchelor Bay of Albemarle Sound. The John H. Kerr Dam on Roanoke River in Virginia creates Kerr Lake, a part of which is in Granville, Vance, and Warren Counties. Appears as Morattico River on the Comberford map, 1657, and as Noratake River on the Ogilby map, 1671. The Moseley map, 1733, specifies Roanoke River."
NCG12880,Roanoke Sea,See Albemarle Sound.
NCG12881,Roanoke Sound,"between Roanoke Island and the Outer Banks in E Dare County. Known in the eighteenth century as Sanderson's Channel for Richard Sanderson, local landowner. The name Walter Rawleigh appears there on the Collet map, 1770, though it is uncertain whether it was intended to represent the name of the sound. See also Albemarle Sound."
NCG12882,Roanoke Township,NE Warren County.
NCG12883,Roaring Branch,rises in S Mitchell County and flows NW into Crabtree Creek.
NCG12884,Roaring Creek,See Valley.
NCG12885,Roaring Creek Township,SW Avery County.
NCG12886,Roaring Fork,rises in W Madison County and flows NE into Meadow Fork.
NCG12887,Roaring Fork,rises in SE Yancey County and flows N into Three Forks Creek.
NCG12888,Roaring Fork Creek,rises in W Macon County and flows SW into Nantahala River.
NCG12889,Roaring Fork Mountain,W Madison County parallel to Roaring Fork.
NCG12890,Roaring Fork Ridge,SW Macon County between Roaring Fork Creek and the head of Rough Fork.
NCG12891,Roaring Gap,"community in SE Alleghany County. Est. in 1890 as a summer resort by Alexander Chatham of Elkin, who bought land there and built the first house. Named for the fact that wind is said to rush with a roar through a gap there. Alt. 3,800. Now popular site for summer homes."
NCG12892,Roaring River,community in E central Wilkes County on Yadkin River at the mouth of Roaring River. Alt. 934. Settled about 1770. Inc. 1905; charter repealed 1907. A post office est. there in 1872.
NCG12893,Roaring Spout Creek,rises in E Yancey County and flows E into Browns Creek.
NCG12894,Roaring Spout Falls,"on Roaring Spout Creek, E Yancey County."
NCG12895,Robbins,"town in N Moore County on Bear Creek. Known as early as 1828 as Mechanicks Hill and Mechanicsville for David Kennedy, local mechanic and gunsmith. Later known as Elise, and inc. 1935 as Hemp. Name changed in 1943 to Robbins for Karl Robbins, owner of a local mill. Alt. 424."
NCG12896,Robbinsville,"town and county seat, central Graham County. Alt. 2,150. Post office est. 1874. Town authorized to be laid out in 1872 as Robbinsville for local Robbins family. Inc. in 1893 as Robinsville; name changed in 1897 to Robbinsville. Produces carpets and lumber."
NCG12897,Robedo,"community in central Montgomery County served by post office, 1903-1907."
NCG12898,Roberdel,"town in central Richmond County on Hitchcock Creek. Settled approx. 1850; inc. 1889. Named for Robert L. Steele, textile manufacturer. Alt. 246."
NCG12899,Roberdo,community in S Montgomery County.
NCG12900,Roberson Ridge,S Haywood County between Bearpen Branch and Deep Gap Creek.
NCG12901,Roberson Store,community in SE Martin County on Harrison Mill Creek. Settled about 1898 and known as Amherst until after 1920. Alt. 75.
NCG12902,Robersonville,"town in W Martin County. Settled before the Civil War. Inc. 1870 and named for Henry D. Roberson, local landowner and Confederate veteran. Alt. 78. Produces processed poultry and apparel."
NCG12903,Robersonville Township,SW Martin County.
NCG12904,Robert Branch,rises in S Madison County and flows N into French Broad River.
NCG12905,Robert Gap,on the Haywood-Madison county line.
NCG12906,Roberta,"community in W Cabarrus County that grew up around Pattersons Mill, a name by which it was once known."
NCG12907,Roberts Branch,"rises in S Cleveland County and flows E into Buffalo Creek. Named for ""Squire Billy"" Roberts, owner of the land through which it ran."
NCG12908,Roberts Cove,in E Haywood County on the head of Rush Fork.
NCG12909,Roberts Creek,rises in N Lee County and flows NE into Hughes Creek.
NCG12910,Roberts Crossroads,community in W Franklin County.
NCG12911,Robertson Creek,rises in S central Granville County and flows S into Beaverdam Creek near the Granville-Wake county line.
NCG12912,Robertson Mountain,N Jackson County between Locust Creek and Mill Creek.
NCG12913,Robertsons Pond,"E Wake County on Buffalo Creek. Formed in 1900. Covers 65 acres, with a max. depth of 15 ft. Used for recreation and as power source."
NCG12914,Robeson County (ROB-uh-son),"was formed in 1787 from Bladen County. Located in the SE section of the state, it is bounded by the state of South Carolina and by Scotland, Hoke, Cumberland, Bladen, and Columbus Counties. It was named for Col. Thomas Robeson (1740-85), Revolutionary War officer. Area: 948 sq. mi. County seat: Lumberton, with an elevation of 137 ft. Triracial population with roughly equal numbers of African Americans, Native Americans (principally Lumbee), and Caucasians. Townships are Alfordsville, Black Swamp, Britts, Burnt Swamp, East Howellsville, Fairmont, Gaddy, Lumber Bridge, Lumberton, Marietta, Maxton, Orrum, Parkton, Pembroke, Philadelphus, Raft Swamp, Red Springs, Rennert, Rowland, Saddletree, St. Pauls, Shannon, Smiths, Smyrna, Sterlings, Thompson, Union, West Howellsville, and Wishart. Produces tobacco, corn, soybeans, wheat, oats, cotton, poultry, hogs, turkeys, tomatoes, cabbage, eggs, livestock, onions, tomatoes, lumber, soup, textiles, packaging, and apparel."
NCG12915,Robeson Creek,rises in central Chatham County and flows E into Haw River.
NCG12916,Robeson Point,See Robinson Point.
NCG12917,Robey's Camp Ground,See Rock Springs.
NCG12918,Robin Branch,rises in W Wilson County and flows NE and N into Black Creek.
NCG12919,Robinson Cove,the valley through which Robinson Creek flows in NW Buncombe County.
NCG12920,Robinson Creek,rises in E Rutherford County and flows SW into Second Broad River.
NCG12921,Robinson Gap,S central Swain County between Bucknor Branch and Cochran Branch.
NCG12922,Robinson Mountain,NW Buncombe County between Earlies Gap and High Knob.
NCG12923,Robinson Point,See Cedar Island Point.
NCG12924,Robinson Rough,mountain on the Buncombe-Madison county line between Norton Fork Gap and Davidson Gap.
NCG12925,Robinson's Ferry,See Monroe.
NCG12926,Robinwood Lake,"SE Gaston County on Anthony Creek. Formed 1947. Covers 35 acres. Max. depth 25 ft. Swimming, fishing, boating."
NCG12927,Robson Branch,rises in central Avery County and flows S into Plumtree Creek.
NCG12928,Robson Station,community in central Orange County.
NCG12929,Roby Creek,rises in SE Yadkin County and flows E into Turner Creek.
NCG12930,Rochdale,"town authorized to be laid out in Richmond County (now W Scotland County) in 1816 on the land of John Marine and others on or near Joes Creek. Apparently, the town was never laid out."
NCG12931,Rock,"community in S Rowan County served by post office, 1883-1906."
NCG12932,Rock Branch,rises in N Madison County and flows SW into Shelton Laurel Creek.
NCG12933,Rock Branch,See Olivia.
NCG12934,Rock Camp Branch,rises in NW Swain County and flows E into Roaring Creek.
NCG12935,Rock Camp Run,rises in NE Swain County and flows NW into Straight Fork.
NCG12936,Rock Creek,rises in SE Caldwell County and flows E into Upper Little River.
NCG12937,Rock Creek,"community in central Alamance County served by post office, 1849-1923."
