id,meta-category,label,feature type,description,notes
NCG15683,Population zone,Vance Township,Township,W Union County.,
NCG15684,Population zone,Vanceboro,Town,town in N Craven County on Swift Creek. Settled about 1750 and known as Durgantown. Name changed by 1850 to Swift Creek. Inc. 1877 as Vanceboro in honor of Governor Zebulon B. Vance (1830-94) after he made a campaign speech there in 1876 while running for second term as governor. Alt. 24.,
NCG15685,Population zone,Vandalia,Community,former community in S Guilford County; now within the Greensboro city limits.,
NCG15686,Population zone,Vandemere,Town,"town in N Pamlico County on Bay River. A Dr. Abbott, former Union army surgeon, settled there in the 1870s, and his wife gave the community its name—a Dutch word meaning ""from the sea."" Inc. 1874; charter repealed 1893 but renewed two years later. From the formation of Pamlico County in 1872 until 1876, Vandemere served as the county seat. Alt. 4.",
NCG15687,Fresh running water,Vandemere Creek,Creek,rises in N Pamlico County and flows SE into Bay River.,
NCG15688,Population zone,Vander,Community,community in central Cumberland County. Alt. 151.,
NCG15689,Fresh running water,Vanderpool Creek,Creek,rises in central Watauga County and flows NW into Cove Creek.,
NCG15690,Population zone,Vann,Community,"community in W Union County served by post office, 1892-1903.",
NCG15691,Population zone,Vannoy,Community,community in NW Wilkes County on North Fork Reddies River.,
NCG15692,Population zone,Vanteen,Community,"community in N central Wake County served by post office, 1891-1904.",
NCG15693,Population zone,Varina,Town,"former town in SW Wake County. Settled about 1890 and named for first postmaster's wife, who used the fanciful name, Varina, in her courtship correspondence. Alt. 426. Merged with Fuquay Springs to become part of Fuquay-Varina, which see, in 1963.",
NCG15694,Fresh running water,Varnals Creek,Creek,"rises in the Cane Creek Mountains, S Alamance County, and flows NE into Haw River.",
NCG15695,Population zone,Varnum,Community,community in S central Brunswick County on Lockwoods Folly River.,
NCG15696,Population zone,Vashti,Community,"community in NE Alexander County. Known as Cedar Run in the 1880s, when Cedar Academy operated there. Alt. approx. 1,240.",
NCG15697,Population zone,Vass,Town,"town in E Moore County. Known as Winder, for an official of the Raleigh and Augusta Air Line Railroad, prior to 1907, when it was inc. with its present name. Named for William Worrell Vass (1820-96), treasurer of the Raleigh and Gaston Railroad, 1845-90. Alt. 320.",
NCG15698,Population zone,Vaughan,Town,"town in E central Warren County. Alt. 353. Founded in 1851 as Brown's Siding or Brown's Turnout by Dr. Ridley Browne. Name changed to Vaughn in 1881 in honor of John F. Vaughn, local merchant and first postmaster. Inc. 1893.",
NCG15699,Fresh running water,Vaughan Creek,Creek,"rises in South Carolina and flows N into Polk County, where it enters Lake Lanier.",
NCG15700,,Vaughan Hill,,"an elevation on the Fort Bragg Military Reservation, NW Cumberland County.",
NCG15701,,Vaughan's Springs,,"SE Surry County, mineral springs resort developed by the Gid Y. Vaughan family in the early twentieth century; in recent years, the site of Camp Wilson, a private summer camp for boys.",
NCG15702,Mountain,Vaught Gap,Gap,W Watauga County in Stone Mountains near the head of Beaverdam Creek.,
NCG15703,,Veecaune Creek,REFERENCE,See Wiccacon River.,
NCG15704,Population zone,Vein Mountain,Community,community in S McDowell County. Named for the fact that it lies in a former gold-mining area.,
NCG15705,Population zone,Velna,Community,"community in SE Randolph County served by post office, 1888-1916.",
NCG15706,,Venable,REFERENCE,See Carrboro.,
NCG15707,Fresh running water,Vengeance Creek,Creek,rises in NE Cherokee County and flows NW into Valley River.,
NCG15708,Population zone,Veni,Community,"community in SW Halifax County served by post office, 1889-1907.",
NCG15709,Population zone,Venters,Community,community in S Pitt County.,
NCG15710,Population zone,Venus,Community,"community in SE Ashe County served by post office, 1889-1905.",
NCG15711,,Vera Cruz Shoal,,"NE Carteret County, partly obstructs Ocracoke Inlet. Known during the eighteenth century as Dry Sand Shoal for the fact that it was never covered by water except during a hurricane.",
NCG15712,Population zone,Verd,Community,community in SW Madison County.,
NCG15713,Population zone,Vernon,Community,"community in N Ashe County served by post office, 1892-1907.",
NCG15714,Population zone,Verona,Community,"community in central Onslow County. Named as a means of honoring Vera McIntyre, whose husband was one of the builders of the Wilmington and Onslow Railroad. A post office, Aman's Store, was est. in 1854. With the construction of the railroad and the establishment of Verona, the post office was moved there in 1894 and the name was changed. Alt. 49.",
NCG15715,Population zone,Vests,Community,"community in W Cherokee County SW of Hiwassee Lake. Named for first postmaster, George Vest.",
NCG15716,Population zone,Veto,Community,"community in NW Wake County served by post office, 1893-1900.",
NCG15717,Population zone,Viands,Community,"community in central Wilkes County S of the junction of Middle and North Prongs Roaring River. The name means ""food"" or ""provisions.""",
NCG15718,Population zone,Vicksboro,Community,"community in E Vance and W Warren Counties. Known prior to 1885, and until after 1913, as Coleys Crossroads.",
NCG15719,Population zone,Victoria,Town,"former town in central Buncombe County. Inc. 1887; became a part of Asheville, 1905.",
NCG15720,Population zone,Vienna,Town,"town in W Forsyth County; inc. 1794, but not now active in municipal affairs.",
NCG15721,Population zone,Vienna Township,Township,W Forsyth County.,
NCG15722,Population zone,Vilas,Community,"community in W central Watauga County on Linville Creek. Served by post office since 1885. Alt. 2,811.",
NCG15723,Fresh running water,Village Creek,Creek,rises in N Craven County and flows NE into Neuse River.,
NCG15724,,Villanow,REFERENCE,See White Hill.,
NCG15725,Population zone,Vincent,Community,"community in N Alamance County served by post office, 1889-96.",
NCG15726,,Vine Swamp,Swamp,"rises in E Lenoir County and flows E into Jones County, where it enters Beaver Creek. Named prior to the Revolution for the Vine family, which settled nearby.",
NCG15727,Population zone,Vinegar Hill,Community,community in SE Beaufort County.,
NCG15728,,Vineland,REFERENCE,See Southern Pines; Whiteville.,
NCG15729,Fresh running water,Vineyard Creek,Creek,rises in E Clay County and flows S into Shooting Creek.,
NCG15730,Mountain,Vineyard Mountain,Mountain,"W Randolph County just W of Caraway Mountain in a close group with Black Jack, Slick Rock, and Prickly Pear Mountains.",
NCG15731,Population zone,Vinson Store,Community,former community in E Wayne County near West Bear Creek.,
NCG15732,Population zone,Viola,Community,"community in S Pender County served by post office, 1882-1901.",
NCG15733,Population zone,Violet,Community,"community in W Cherokee County on Sular Creek between Swansee and Morrow Gaps. Served by post office, 1909-33.",
NCG15734,Population zone,Virgil,Community,community in E Watauga County.,
NCG15735,Population zone,Virgilina,Town,"town in NW Granville County on the Virginia-North Carolina border, hence its name. Inc. 1899 in North Carolina and 1900 in Virginia.",
NCG15736,,Virgin's Inlet,Inlet,apparently a short-lived inlet in SE Onslow County from Brown's Sound into the Atlantic Ocean. It was described in records of 1784-85 as being near Gillets Creek.,
NCG15737,,Virginia,,"the name applied to the American territory granted by Queen Elizabeth to Walter Raleigh and explored in 1584 by Philip Amadas and Arthur Barlowe. The earliest evidence of the use of the name occurs before March 25, 1585, in Raleigh's seal as Lord and Governor of Virginia, which is now in the British Museum. The name honored Elizabeth, the ""Virgin Queen,"" and was applied in the sixteenth century to the area explored from bases on Roanoke Island. In the seventeenth century, it came to be applied to the permanent settlement around Jamestown, and, after the granting of the Carolina Charter in 1663, it no longer was applied correctly to the territory that was soon to become North Carolina. See also South Virginia.",
NCG15738,Fresh running water,Virginia Creek,Creek,rises in SE Pender County and flows SE into Topsail Sound.,
NCG15739,Population zone,Vista,Community,"community in S Pender County on Virginia Creek. Served by post office, 1893-1913.",
NCG15740,Population zone,Vivian,Community,community in S Gates County on Bennett Creek.,
NCG15741,Population zone,Vixen,Community,"community in central Yancey County. Served by post office, 1915-54. Alt. 2,278.",
NCG15742,,Voharee Creek,REFERENCE,See Uwharrie River.,
NCG15743,Population zone,Volga,Community,"community in N Buncombe County on French Broad River. Served by post office, 1902-13. Alt. 1,721.",
NCG15744,Population zone,Voline,Community,"community in central Robeson County served by post office, 1893-1905.",
NCG15745,,Vosses Creek,REFERENCE,See Mill Creek.,
NCG15746,Population zone,Vox,Community,"community in N Alleghany County served by post office, 1900-1932.",
NCG15747,Population zone,Vultare,Community,"community in NW Northampton County served by post office, 1894-1928.",
NCG15748,,W. Kerr Scott Reservoir,,"SW Wilkes County on Yadkin River. Formed by a dam completed in 1962. Covers 1,470 acres, with a shoreline of 55 mi. Alt. 1,030. Named for William Kerr Scott (1896-1958), governor of North Carolina and U.S. senator. Constructed for flood control and public recreation.",
NCG15749,Fresh running water,Waccamaw River,River,"rises in Lake Waccamaw, NE Columbus County, and flows S and SW in part along the Brunswick-Columbus county line into South Carolina, where it enters Winyah Bay. Appears on the Collet map, 1770.",
NCG15750,Population zone,Waccamaw Township,Township,W Brunswick County.,
NCG15751,Population zone,Waccamaw Township,Township,N Columbus County.,
NCG15752,,Wach,REFERENCE,See Wachovia; Salem Creek.,
NCG15753,,Wachovia,,"a tract of land laid off by the General Assembly in 1755 in NE Rowan County (now Forsyth) as an area for settlement by Moravians. The Parish of Dobbs was est. at the same time, coextensive with Wachovia. Wachovia, or Wachau-the-Aue (meadow land) along the Wach or Wack (principal stream), received its name from the fact that its water course and meadow land bore some resemblance to a valley in Austria of the same name that formerly belonged to the Zinzendorf family, prominent Moravian leaders. The parish was named Dobbs in honor of Governor Arthur Dobbs. See also Dobbs Parish.",
NCG15754,,Wack,REFERENCE,See Wachovia; Salem Creek.,
NCG15755,Population zone,Waco,Town,"town in E Cleveland County. Alt. 916. Settled 1857. Inc. 1887. Named by George W. Hendrick for Waco, Tex.",
NCG15756,Population zone,Waddells,Community,"community in central Rockingham County served by post office, 1876-1903. Known as Langdon after 1890.",
NCG15757,Population zone,Wade,Town,"town in NE Cumberland County. Settled about 1886. Inc. 1889; reincorporated 1913, but long inactive in municipal affairs. Named for N. G. Wade, who donated the railroad right-of-way. Alt. 141.",
NCG15758,Fresh running water,Wade Creek,Creek,rises in E Carteret County and flows S approx. 1 mi. into Jarrett Bay. Formerly also known as Willis Creek.,
NCG15759,Mountain,Wade Gap,Gap,in Newfound Mountain on Buncombe-Haywood county line near the headwaters of Sandy Mush Creek.,
NCG15760,,Wade Point,Point,"extends from S Pasquotank County into Albemarle Sound. Appears as Wades Point on the Moseley map, 1733. It lies between Big Flatty Creek and the Pasquotank River.",
NCG15761,,Wade's Shore,Bay,"a bay on the N side of Shackle ford Banks, S Carteret County. A former whaling settlement by the same name existed there.",
NCG15762,,Wades Point,Point,"point of land in E Beaufort County on the N side of Pamlico River at the W side of the mouth of Pungo River, lat. 35°23'18"" N., long. 76°34'35"" W. See also Moores Beach. Appears as Battis Point on the Comberford map, 1657.",
NCG15763,Population zone,Wadesboro,Town,"town and county seat, central Anson County. Authorized to be est. 1783 as county seat. Called New Town until 1787, when it was changed to Wadesboro to honor Col. Thomas Wade, Revolutionary War patriot and brother-in-law of Patrick Boggan, pioneer settler. Alt. 423. Scientists from all over the United States and Europe gathered there in 1900 to view a total eclipse of the sun. Produces hosiery, textiles, wooden boxes, bricks, hoists, medical supplies, and food products.",
