ID,Label,Feature type,ADL Feature Types,OpenStreetMap Feature Types,County,Location Issue,Description
NCG13610,Setzers Gap,Gap,Gaps,natural - valley,Caldwell,No,"central Caldwell County. Alt. 1,342."
NCG13619,Seven Springs Gap,Gap,Gaps,natural - valley,Graham,No,"W Graham County between Hooper Mill Creek and Wright Creek in Nantahala National Forest. Alt. approx. 3,700."
NCG13663,Shankle Mountain,Mountain,Mountatins,natural - peak,Stanly,No,SE Stanly County. Named for local family.
NCG13667,Shanty Gap,Gap,Gaps,natural - valley,Graham,No,in central Graham County between Mountain Creek and Sweetwater Creek.
NCG13668,Shanty Mountain,Mountain,Mountatins,natural - peak,Haywood,No,"W Haywood County in Great Smoky Mountains National Park, a spur extending NE from Balsam Mountain between Sugar Fork and Palmer Creek; centers near lat. 35°37'15"" N., long. 83°09'35"" W. Alt. 4,812."
NCG13677,Sharp Top,Top,Mountain Summits,natural - peak,Swain,No,"mountain in central Swain County in Great Smoky Mountains National Park on Noland Divide near lat. 35°28'05"" N., long. 83°27'27"" W. Alt. 3,430."
NCG13678,Sharper Mountain,Mountain,Mountatins,natural - peak,Wilkes,No,W Wilkes County near the head of Cole Creek.
NCG13683,Sharptop,Top,Mountain Summits,natural - peak,Yancey,No,"peak in S Yancey County N of Little Creek. Alt. approx. 5,500."
NCG13685,Sharpy Mountain,Mountain,Mountatins,natural - peak,Transylvania,No,"N Transylvania County between Sandy Gap and Sampson Gap in Pisgah National Forest. Alt. 3,383."
NCG13688,Shate Gap,Gap,Gaps,natural - valley,Yancey,No,S Yancey County near Cane River.
NCG13702,Shear Knob,Knob,Mountain Summits,natural - peak,Swain,No,W Swain County between Yalaka Creek and a bend in Little Tennessee River.
NCG13707,Sheep Cliffs Mountain,Mountain,Mountatins,natural - peak,Jackson,No,"between Little Sheep Cliffs and Sheep Cliffs Creek in S Jackson County. Alt. 4,681."
NCG13710,Sheep Knob,Knob,Mountain Summits,natural - peak,Macon,No,S Macon County at the head of Rough Fork.
NCG13711,Sheep Knob,Knob,Mountain Summits,natural - peak,Swain,No,"NW Swain County in Great Smoky Mountains National Park on Twentymile Ridge near lat. 35°28'50"" N., long. 83°49'30"" W. Alt. 3,852."
NCG13712,Sheep Mountain,Mountain,Mountatins,natural - peak,Transylvania,No,E Transylvania County between Laurel Creek and Little River.
NCG13713,Sheep Pen Gap,Gap,Gaps,natural - valley,Swain,No,"on Swain County, N.C.-Sevier County, Tenn., line in Great Smoky Mountains National Park near lat. 35°31'13"" N., long. 83°52'27"" W."
NCG13715,Sheep Rock,Mountain,Mountatins,natural - peak,Buncombe,No,mountain in SW Buncombe County S of Browns Knob.
NCG13716,Sheep Wallow Knob,Knob,Mountain Summits,natural - peak,Swain,No,"on the Swain County, N.C.-Blount County, Tenn., line at the NW end of Dalton Ridge."
NCG13717,Sheepback Knob,Knob,Mountain Summits,natural - peak,Haywood,No,"W Haywood County in Great Smoky Mountains National Park on Cataloochee Divide, near lat. 35°33'10"" N., long. 83°07'33"" W., between Little Bald Knob and Little Spruce Ridge. Alt. 5,520."
NCG13718,Sheepback Mountain,Mountain,Mountatins,natural - peak,Jackson,No,"N Jackson County between Rich Mountain and Plott Balsams. Alt. 4,700."
NCG13719,Sheepwallow Knob,Knob,Mountain Summits,natural - peak,Buncombe,No,NE Buncombe County between Cedar Cliff Knob and Pigpen Knob.
NCG13729,Shell Knob,Knob,Mountain Summits,natural - peak,Buncombe,Yes,"on the Buncombe-Henderson county line NE of Glady Fork Gap. Alt. approx. 4,020."
NCG13740,Shelter Mountain,Mountain,Mountatins,natural - peak,Montgomery,No,W Montgomery County between Clark's Creek and Pee Dee River.
NCG13754,Shepherd Bald,Bald,Mountain Summits,natural - peak,Swain,Yes,on Macon-Swain County line between Davis Bald and Leatherman Knob.
NCG13757,Shepherd Knob,Knob,Mountain Summits,natural - peak,Mitchell,No,N Mitchell County on Shepherd Mountain.
NCG13759,Shepherd Mountain,Mountain,Mountatins,natural - peak,Randolph,No,"W Randolph County between Little Caraway Creek and Uwharrie River. Alt. 1,390."
NCG13767,Sheridan Mountains,Mountains,Mountain Ranges,natural - peak,Madison,No,E Madison County between California Creek and Bailey Branch.
NCG13769,Sherrars Gap,Gap,Gaps,natural - valley,Gaston,No,"in Kings Mountain, SW Gaston County. The gap is S of The Pinnacle. See also Kings Mountain."
NCG13771,Sherrill Gap,Gap,Gaps,natural - valley,Swain,No,S Swain County between Rich Mountain and Will Knob.
NCG13779,Shewbird Mountain,Mountain,Mountatins,natural - peak,Clay,No,S Clay County near the SW end of Cherry Mountain.
NCG13797,Shingle Top,Top,Mountain Summits,natural - peak,Cherokee,No,"S Cherokee County between Cane, Martin, and Moccasin Creeks."
NCG13801,Shining Creek Gap,Gap,Gaps,natural - valley,Haywood,No,SE Haywood County on the mouth of Shining Creek.
NCG13803,Shining Rock Gap,Gap,Gaps,natural - valley,Haywood,No,S Haywood County on the head of North Fork.
NCG13805,Shining Rock Mountain,Mountain,Mountatins,natural - peak,Haywood,No,"S Haywood County between Shining Rock Gap and Buck Spring Gap. Alt. 5,940."
NCG13816,Shoal Creek Gap,Gap,Gaps,natural - valley,Yancey,No,E Yancey County near the head of Shoal Creek.
NCG13819,Shoal Mountain,Mountain,Mountatins,natural - peak,Rutherford,No,"NE Rutherford County near the head of Hardbargain Branch. Alt. 2,340."
NCG13836,Shook Gap,Gap,Gaps,natural - valley,Haywood,No,"central Haywood County between Colman Gap and Cansadie Top. Alt. 2,800."
NCG13839,Shooting Creek Bald,Bald,Mountain Summits,natural - peak,Clay,No,"S central Clay County. Alt. 5,010."
NCG13849,Shope Knob,Knob,Mountain Summits,natural - peak,Swain,No,S Swain County between Cullasaja Branch and Jones Creek.
NCG13852,Shore Ridge Mountain,Mountain,Mountatins,natural - peak,Rutherford,No,NE Rutherford County between Lump and Chalk Mountains.
NCG13857,Shortoff Gap,Gap,Gaps,natural - valley,Macon,No,on the Jackson-Macon County line.
NCG13858,Shortoff Mountain,Mountain,Mountatins,natural - peak,Macon,No,"on the Jackson-Macon County line. Alt. 5,054."
NCG13859,Shorty Top,Top,Mountain Summits,natural - peak,Cherokee,No,central Cherokee County near the headwaters of Dockery and Rose Creeks.
NCG13862,Shot Pouch Knob,Knob,Mountain Summits,natural - peak,Haywood,No,on the Jackson-Haywood County line.
NCG13866,Shuckpen Gap,Gap,Gaps,natural - valley,Haywood,Yes,on the Buncombe-Haywood County line between Doubletop Mountain and Thompson Knob.
NCG13867,Shuckstack Mountain,Mountain,Mountatins,natural - peak,Swain,No,"W Swain County in Great Smoky Mountains National Park on Twentymile Ridge near lat. 35°29'08"" N., long. 83°48'55"" W. Alt. 4,100."
NCG13870,Shuford Mountain,Mountain,Mountatins,natural - peak,Transylvania,No,E Transylvania County near the head of McCall Branch.
NCG13873,Shular Gap,Gap,Gaps,natural - valley,Swain,No,S Swain County N of Little Yalaka Creek.
NCG13875,Shuler Mountain,Mountain,Mountatins,natural - peak,Cherokee,No,SW Cherokee County near the headwaters of Dickey Branch.
NCG13879,Shumont Mountain,Mountain,Mountatins,natural - peak,Buncombe,Yes,"on the Buncombe-Rutherford County line approx. 2 mi. N of Chimney Rock. Alt. approx. 3,839. Formerly known also as Harris Mountain and Leaventhorps View."
NCG13890,Signal Bald,Bald,Mountain Summits,natural - peak,Clay,Yes,"peak on the Clay-Macon County line. Alt. 5,275."
NCG13894,Siler Bald,Bald,Mountain Summits,natural - peak,Macon,No,"SW Macon County at the head of Roaring Fork Creek approx. 1 mi. S of Wayah Gap. Alt. 5,216. Part of Nantahala Mountain Range. Named for Jesse Richardson Siler, pioneer settler in the area. See also Silers Bald."
NCG13897,Silers Bald,Bald,Mountain Summits,natural - peak,Swain,No,"mountain on the Swain County, N.C.-Sevier County, Tenn., line in Great Smoky Mountains National Park on Welch Ridge near lat. 35°33'58"" N., long. 83°33'56"" W. Alt. 5,620. Named for Jesse Richardson Siler (1793-1876) of Franklin, who owned the mountain and kept large herds of cattle on it."
NCG13899,Siles Gap,Gap,Gaps,natural - valley,Swain,No,S Swain County between the head of Tarkiln Branch and the head of Siles Branch.
NCG13908,Silver Creek Gap,Gap,Gaps,natural - valley,Transylvania,No,in N Transylvania County on Sitton Mountain.
NCG13909,Silver Creek Knob,Knob,Mountain Summits,natural - peak,Rutherford,Yes,"on the Burke-Rutherford county line. Alt. 2,838."
NCG13914,Silver Knob,Knob,Mountain Summits,natural - peak,McDowell,No,NW McDowell County near Limekiln Creek.
NCG13925,Silvermine Bald,Bald,Mountain Summits,natural - peak,Haywood,Yes,on the Haywood-Transylvania county line NE of Chestnut Bald.
NCG13928,Silvermine Gap,Gap,Gaps,natural - valley,Swain,No,SW Swain County on the head of Silvermine Creek.
NCG13937,Simmons Knob,Knob,Mountain Summits,natural - peak,Yancey,No,E Yancey County between the head of Mine Branch and Crabtree Creek.
NCG13960,Sitting Bear Mountain,Mountain,Mountatins,natural - peak,Burke,No,"NW Burke County. Alt. approx. 4,100."
NCG13963,Sitton Knob,Knob,Mountain Summits,natural - peak,Transylvania,No,N Transylvania County at the SE end of Sitton Mountain.
NCG13964,Sitton Mountain,Mountain,Mountatins,natural - peak,Transylvania,No,"N Transylvania County, extends SE between North Prong Turkey Creek and Sitton Creek."
NCG13972,Skalley Knob,Knob,Mountain Summits,natural - peak,Avery,No,N Avery County.
NCG13974,Skeenah Gap,Gap,Gaps,natural - valley,Macon,No,S Macon County between Black Mountain Branch and Jones Creek.
NCG13987,Skull Camp Mountain,Mountain,Mountatins,natural - peak,Surry,No,"NW Surry County. Alt. 2,082. A post office, Scull Camp, served the area, 1800-1856. The name appears on the U.S. Coast Survey map, 1865."
NCG13994,Skyuka Mountain,Mountain,Mountatins,natural - peak,Polk,No,"SW Polk County rising above the town of Tryon. Said to be named for Skyuka, son of a Cherokee chief. Skyuka was thrown from his horse and broke his leg when the horse became frightened by a snake. Capt. Thomas Howard found Skyuka and set his leg, and the two became friends. See also Howard Gap."
NCG14005,Slate Mountain,Mountain,Mountatins,natural - peak,Surry,No,NE Surry County between Ararat River and Archies Creek.
NCG14011,Slaty Knob,Knob,Mountain Summits,natural - peak,Madison,No,"W Madison County between Rector Branch and French Broad River. Alt. 2,790."
NCG14012,Sled Runner Gap,Gap,Gaps,natural - valley,Cherokee,No,"in the Unicoi Mountains on the Cherokee County, N.C.-Monroe County, Tenn., line near the headwaters of Garreck Creek. Alt. approx. 3,850."
NCG14014,Sleepy Gap,Gap,Gaps,natural - valley,Buncombe,No,S Buncombe County between Grassy Knob and Truckwheel Mountain.
NCG14018,Slick Rock Mountain,Mountain,Mountatins,natural - peak,Randolph,No,"W Randolph County W of Caraway Mountain and in close proximity to Black Jack, Vineyard, and Prickly Pear Mountains."
NCG14020,Slicking Gap,Gap,Gaps,natural - valley,Transylvania,No,"on the Transylvania County, N.C.-Greenville County, S.C., line in the Blue Ridge Mountains near the head of Bursted Rock Creek. Sometimes known as Slick Gap or Slicken Gap. Alt. 2,873."
NCG14023,Slickrock Knob,Knob,Mountain Summits,natural - peak,Yancey,No,W Yancey County at the S end of Sampson Mountain.
NCG14024,Slickrock Mountain,Mountain,Mountatins,natural - peak,Yancey,No,W central Yancey County between Phipps and Baker Creeks.
NCG14030,Slipoff Knob,Knob,Mountain Summits,natural - peak,Swain,No,E Swain County between the head of Connelly Creek and the head of Slipoff Branch.
NCG14043,Sluice Gap,Gap,Gaps,natural - valley,Swain,No,"on the Swain County, N.C.-Sevier County, Tenn., line between Mount Kephart and The Sawteeth."
NCG14048,Smathers View Mountain,Mountain,Mountatins,natural - peak,Buncombe,No,"extends E from Thompson Knob, which see, to Peggy Peak in SW Buncombe County."
NCG14056,Smith Gap,Gap,Gaps,natural - valley,Haywood,No,E Haywood County between Big Branch and Crabtree Creek.
NCG14061,Smith Mountain,Mountain,Mountatins,natural - peak,Burke,No,"E Burke County. Alt. approx. 2,000."
NCG14064,Smith Walker Mountain,Mountain,Mountatins,natural - peak,Wilkes,No,SW Wilkes County between Warrior and Beaver Creeks. Named for a nineteenth-century resident of the area.
NCG14090,Smokey Gap,Gap,Gaps,natural - valley,Avery,No,N central Avery County.
NCG14096,Smoky Mountain,Mountain,Mountatins,natural - peak,Henderson,No,SE Henderson County between Butler and Blake Mountains.
NCG14104,Snaggy Bald,Bald,Mountain Summits,natural - peak,Jackson,No,"E Jackson County between Thunder Struck Mountain and Deep Gap. Alt. 5,538."
NCG14110,Snake Den Mountain,Mountain,Mountatins,natural - peak,Madison,No,NE Madison County between Little Foster Creek and Foster Creek.
NCG14113,Snake Mountain,Mountain,Mountatins,natural - peak,Watauga,No,"N Watauga County, extends N from Rich Mountain. Alt. 5,574."
NCG14115,Snakeden Knob,Knob,Mountain Summits,natural - peak,Macon,No,S Macon County between Dryman Fork and Ball Creek.
NCG14116,Snakeden Mountain,Mountain,Mountatins,natural - peak,Avery,No,S central Avery County.
NCG14118,Snakeden Top,Top,Mountain Summits,natural - peak,Haywood,No,central Haywood County on the E end of Goatrock Ridge.
NCG14140,Snow Mountain,Mountain,Mountatins,natural - peak,Avery,No,"N Avery County. Alt. 5,332."
NCG14142,Snowball Gap,Gap,Gaps,natural - valley,Buncombe,No,N Buncombe County SE of Little Snowball Mountain.
NCG14143,Snowball Mountain,Mountain,Mountatins,natural - peak,Buncombe,No,"NE Buncombe County at the S end of Little Fork Ridge. Also known as Big Snowball Mountain. Alt. 5,494. Named for the fact that in winter the peak is frequently covered at its crest by a low cloud, giving the appearance of a large snowball."
NCG14145,Snowbird Gap,Gap,Gaps,natural - valley,Graham,No,central Graham County between Snowbird Creek and Atoah Creek.
NCG14146,Snowbird Mountain,Mountain,Mountatins,natural - peak,Macon,No,on the Jackson-Macon county line.
NCG14147,Snowbird Mountains,Mountains,Mountain Ranges,natural - peak,Graham,Yes,"extend across the E half of the Cherokee-Graham county line between Hawk Knob and Nantahala River. Max. alt. 4,743 at Teyahalee Bald."
NCG14148,Snowbird Top,Top,Mountain Summits,natural - peak,Graham,No,"on the Cherokee-Graham county line in the Snowbird Mountains. Alt. 3,882."
NCG14155,Soapstone Gap,Gap,Gaps,natural - valley,Jackson,No,N Jackson County on the NE end of Rocky Face Ridge.
NCG14156,Soapstone Knob,Knob,Mountain Summits,natural - peak,Swain,No,S Swain County near Marr Branch and Brush Creek.
NCG14160,Soco Bald,Bald,Mountain Summits,natural - peak,Swain,No,on the Jackson-Swain county line near the head of Madcap Branch.
NCG14163,Soco Gap,Gap,Gaps,natural - valley,Jackson,Yes,"on the Haywood-Jackson county line. Alt. 4,344. The most important passageway through Balsam Mountain for the Indians before the arrival of Europeans."
NCG14169,Sodom Mountain,Mountain,Mountatins,natural - peak,Madison,No,central Madison County between Walnut Gap and Lumptown.
NCG14175,Solray Gap,Gap,Gaps,natural - valley,Haywood,No,central Haywood County between Little Pine Mountain and Pigeon River.
NCG14197,Sourwood Gap,Gap,Gaps,natural - valley,Buncombe,Yes,on the Buncombe-McDowell county line NE of Montreat.
NCG14255,South Mountains,Mountains,Mountain Ranges,natural - peak,Rutherford,Yes,a range of mountains extending from NE Rutherford County into SW Burke and N Cleveland Counties. Known by the Cherokee Indians as Oakanoahs
NCG14278,South Spring Top,Top,Mountain Summits,natural - peak,Haywood,Yes,on the Haywood-Transylvania county line.
NCG14298,Southern Mountain,Mountain,Mountatins,natural - peak,Transylvania,No,central Transylvania County between Brushy Creek and Burl Mountain.
NCG14319,Spanish Oak Gap,Gap,Gaps,natural - valley,Haywood,No,S Haywood County on Shining Creek.
NCG14321,Spanish Oak Mountain,Mountain,Mountatins,natural - peak,Avery,No,central Avery County.
NCG14326,Sparks Gap,Gap,Gaps,natural - valley,Mitchell,No,central Mitchell County on Pumpkin Patch Mountain.
NCG14333,Spear Tops Mountain,Mountain,Mountatins,natural - peak,Mitchell,Yes,on Avery-Mitchell county line. Named because of its two spear-shaped peaks.
NCG14360,Spivey Gap,Gap,Gaps,natural - valley,Buncombe,No,central Buncombe County between Spivey and Miller Mountains.
NCG14361,Spivey Mountain,Mountain,Mountatins,natural - peak,Buncombe,No,"central Buncombe County N of Deaver View Mountain. Alt. 3,317."
