ID,Label,Feature type,Meta-Category,Description
NCG15781,Wainwright Island,Island,Landform,"in Core Sound, NE Carteret County; approx. 2/3 mi. long. Probably named for James Winwright or Wainwright."
NCG15849,Walters Mill Pond,Pond,Water,"NW Lenoir County, was originally formed about 1755; rebuilt about 1900. Fed by springs and wells and drains into nearby Moseley Creek. Covers 32 acres; max. depth 12 ft."
NCG15853,Walton Pond,Pond,Water,"a swamp, rises in S Gates County and drains SE into Trotman Creek. Watton Mill appears on the stream on the Collet map, 1770, and the name is derived from the mill that existed as late as 1833 but had disappeared by 1862."
NCG15861,Ward Hollow,Valley,Landform,"W Watauga County, extends SW from Love Gap to Watauga River."
NCG15865,Ward Swamp,Swamp,Wetlands,rises in N Sampson County and flows SW into Great Coharie Creek.
NCG15887,Warren Hollow,Valley,Landform,"N Watauga County, extends SW from State Line Ridge to North Fork of Cove Creek."
NCG15905,Warwick Bay,Lake,Water,"a natural lake in E Robeson County. One of the Carolina Bays, which see. Approx. 1Â¾' mi. long and 1 mi. wide. Drained from the SE by Peter Swamp. Known also as Lennon's Marsh and Lennon's Mill Pond. Now a privately owned wildfowl refuge with ducks, egrets, and cranes."
NCG15908,Warwick Mill Pond,Pond,Water,E Robeson County on Jacob Swamp. Covers 10 acres; max. depth 10 ft.
NCG15910,Wash Hollow,Valley,Landform,S Haywood County on Sam Branch.
NCG15944,Watering Hole Swamp,Swamp,Wetlands,rises in W Robeson County and flows S into Wilkinson Swamp. Also sometimes known as Waterhole Swamp.
NCG15956,Waterville Lake,Lake,Water,"on Pigeon River in N Haywood County in Pisgah National Forest. Alt. 2,258. Constructed in 1929 for hydroelectric power. Covers 340 acres; max. depth 180 ft."
NCG15958,Watery Swamp,Swamp,Wetlands,rises in central Gates County and flows S into Bennetts Creek.
NCG15971,Watsons Pond,Pond,Water,S Hoke County on Little Raft Swamp. Formed 1865 and known first as Edens Pond and later as Johnsons Pond. Covers 50 acres; max. depth 7 ft.
NCG16003,Weatherspoon Cooling Pond,Pond,Water,"in E Robeson County at the junction of Lumber River and Jacob Swamp. Approx. 3 mi. SE of city of Lumberton. Formed in 1955 to cover 231 acres, with a max. depth of 5 ft.; shoreline is 4 mi. Named for W. Herbert Weatherspoon, longtime official of Carolina Power and Light Company. Used to cool steam condensers."
NCG16012,Webb Cove,Valley,Landform,the valley through which Webb Cove Creek flows in central Buncombe County.
NCG16016,Webb Lake,Lake,Water,S Jackson County on Cedar Creek. Formed before 1946; covers 5 acres and has max. depth of 12 ft. Used for fishing. Not open to the public.
NCG16034,Weir Point,Point,Landform,"point of land on NW end of Roanoke Island, NE Dare County. The William B. Umstead Bridge, approx. 3 mi. long and opened on December 22, 1956, extends from the point to Redstone Point on the N Dare County mainland; named for N.C. governor William B. Umstead (1895-1954)."
NCG16039,Welch Cove,Cove,Water,"N Graham County W of Fontana, follows the NE course of a stream that empties into Little Tennessee River. Formerly known as Brooks Cove. See also Fontana Village."
NCG16045,Welch's Millpond,Millpond,Water,formed by a dam across Warwick Creek on the Chowan-Gates county line.
NCG16051,Weldons Millpond,Millpond,Water,"on Sandy Creek in E Vance County. Covers 10 acres, with a max. depth of 6 ft. Named for Obed W. Weldon, owner. Known prior to 1913 as Amos Millpond. The mill there is still used for grinding corn; the pond is used for fishing, swimming, and boating."
NCG16053,Wells Bay,Bay,Water,"in Currituck Sound off Mossey Islands, SE Currituck County."
NCG16058,Welsh Pond,Pond,Water,"on Warwick Creek on the Chowan-Gates county line, covers approx. 75 acres and is from 2 to 15 ft. in depth. Named for owners, the Welch family."
NCG16076,West Bay,Bay,Water,S extension of Pamlico Sound between Piney Island and Cedar Island in NE Carteret County.
NCG16082,West Bluff Bay,Bay,Water,in Pamlico Sound W of Bluff Point in S Hyde County.
NCG16088,West Cove,Cove,Water,extends SW in E Haywood County between Wilson Cove and Long Branch.
NCG16126,West Point,Point,Landform,"former plantation, tavern, and ferry in W Wayne County at the junction of Thoroughfare Swamp and Neuse River; owned by Andrew Bass, delegate to the Provincial Congress of 1775, whose lands included site of Waynesborough, which see. Wayne County court met there during 1785. Later known as Bass Ferry. West Point was location for receipt and inspection of tobacco in 1784."
NCG16138,West Thorofare Bay,Bay,Water,"NE Carteret County W of Cedar Island and adjacent to Long Bay. Connected with Thorofare Bay via Thorofare, a channel forming the S boundary of Cedar Island."
NCG16143,Western Point,Point,Landform,NE Carteret County; NW point of Cedar Island extending into West Bay.
NCG16149,Westmouth Bay,Bay,Water,"between Browns and Harkers Island in The Straits, SE Carteret County."
NCG16155,Wests Cove,Cove,Water,on a tributary of Cowee Creek in N Macon County.
NCG16158,Wet Ash Swamp,Swamp,Wetlands,rises in Green Swamp in W Brunswick County and flows W into Waccamaw River.
NCG16160,Wet Hollow,Valley,Landform,S Cherokee County; a mountain valley SW of Rocky Pen Ridge near the mouth of Crane Creek.
NCG16166,Whale Head Bay,Bay,Water,"in Currituck Sound off the W shore of Currituck Banks, E Currituck County a short distance S of Corolla."
NCG16175,Wheat Swamp,Swamp,Wetlands,"rises in SW Wilson County and flows SE into Wayne County, where it enters Great Swamp."
NCG16214,White Oak Island,Island,Landform,"in W Tyrrell County, is a loamy section surrounded by swampland. Deer and bear hunting."
NCG16221,White Oak Swamp,Swamp,Wetlands,rises in S Nash County and flows NE into Toisnot Swamp.
NCG16226,White Point,Point,Landform,extends from the mainland of NE Carteret County into Core Sound.
NCG16228,White Pond Bay,Bay,Water,a sand-filled bay in S Cumberland and N Bladen Counties.
NCG16240,White Swamp,Swamp,Wetlands,rises in central Wilson County and flows NE into Cattail Swamp.
NCG16270,Whiteoak Pocosin,Pocosin,Wetlands,W Gates County. Alt. 26 to 38.
NCG16273,Whiteoak Swamp,Swamp,Wetlands,rises in E Wilson County and flows SW into Toisnot Swamp. Mentioned in local records as early as 1740.
NCG16285,Whites Point,Point,Landform,SE Onslow County on the W side of Queens Creek.
NCG16297,Whitfields Pond,Pond,Water,on the headwaters of Poley Swamp in N Duplin County. Alt. 118.
NCG16323,Wide Bay,Swamp,Wetlands,swamp in W central Brunswick County; a part of Green Swamp.
NCG16328,Wiggins Cove,Cove,Water,E Mitchell County at the head of Beaver Creek.
NCG16332,Wiggins Lake,Lake,Water,"W Edgecombe County, was formed in 1953 by a dam on Deloach Branch. Covers 52 acres, with a max. depth of 15 ft. Fishing, swimming, boating, and irrigation. Open to the public."
NCG16342,Wild Cat Cove,Valley,Landform,"on the Cherokee County, N.C.-Polk County, Tenn., line between Angelica Mountain and Hays Knob."
NCG16354,Wildcat Hollow,Valley,Landform,N Yancey County between Seng Branch and Cane River.
NCG16356,Wildcat Lake,Lake,Water,"N Avery County on the campus of Lees-McRae College, Banner Elk, on Wildcat Creek. Covers 3 acres, with a max. depth of 12 ft. Fishing, swimming, and boating."
NCG16358,Wildcat Pond,Marsh,Wetlands,marsh in SE Duplin County.
NCG16362,Wildcat Swamp,Swamp,Wetlands,rises in SE Sampson County and flows NW into Black River.
NCG16378,Wilkes Cove,Cove,Water,at the head of Iotla Creek in central Macon County.
NCG16380,Wilkes Mill Pond,Pond,Water,in E Richmond County drains into Gum Swamp Creek.
NCG16390,Wilkinson Point,Point,Landform,"the S tip of Pamlico County extending into Neuse River. Appears on the Lawson map, 1709; called Rich Neck in local records of 1706."
NCG16391,Wilkinson Swamp,Swamp,Wetlands,"rises in W Robeson County and flows SW into South Carolina, where it enters Little Pee Dee River."
NCG16400,Will Puett Cove,Cove,Water,"central Cherokee County near the headwaters of Puett Creek. Named for Will Puett, who lived in the cove in the 1860s."
NCG16413,Williams Lake,Lake,Water,"NW Sampson County on Caesar Swamp. Formed about 1855 as a millpond. Covers 30 acres; max. depth 12 ft. First owned by Joel Jackson and known as Joel Jackson Pond; acquired by his daughter, who married a Williams, hence the present name."
NCG16435,Willis Cove,Cove,Water,on a tributary of Iotla Creek in central Macon County.
NCG16446,Willow Point,Point,Landform,extends from the S mainland of Hyde County into Bell Bay.
NCG16455,Wilmington Beach,Beach,Landform,S New Hanover County on the Atlantic Ocean. Est. approx. 1913.
NCG16465,Wilson Hollow,Valley,Landform,"NW Watauga County, extends E from Little Beaverdam Creek."
NCG16476,Wilson's Pond,Pond,Water,"NW Wilson County on Marsh Swamp. Formed about 1900. Covers 15 acres; max. depth 12 ft. Named for Sanford Wilson, owner. Used for fishing, swimming, boating, and irrigation."
NCG16477,Wilsons Bay,Bay,Water,central Onslow County in New River S of the city of Jacksonville.
NCG16485,Winchester Cove,Cove,Water,central Clay County near the headwaters of Greasy Creek.
NCG16505,Windy Point,Point,Landform,on the N side of Pettivers Creek at its junction with White Oak River.
NCG16523,Winston Lake,Lake,Water,"central Forsyth County on Brushy Fork Branch. Known earlier as City Lake. Covers 100 acres, with a max. depth of 20 ft. Used for fishing and municipal water supply. Owned by the city of Winston-Salem; open to the public."
NCG16551,Wococon Island,Island,Landform,"appears on the White map, 1585, as composed of parts of the present Ocracoke and Portsmouth Islands in Hyde and Carteret Counties. Port Grenvil, which see, formed its N limit and Wococon Inlet (an inlet, now closed, in Portsmouth Island) the S limit. Name probably derived from the Indian word wahkahikani (enclosed place; stockade). Appears as Gordens Island on the Smith map, 1624. See also Portsmouth Island."
NCG16557,Wolf Cove,Valley,Landform,the valley through which Wolf Cove Branch flows in central Buncombe County.
NCG16563,Wolf Creek Lake,Lake,Water,"in central Jackson County on Wolf Creek. Formed in 1955 as a reservoir for Nantahala Power and Light Co. Covers 183 acres, with a max. depth of 170 ft. Shoreline is 6.9 mi. Used for generation of hydroelectric power. Named for Wolf Creek. See also East Fork Lake."
NCG16565,Wolf House Point,Point,Landform,neck of land extending into waters of Currituck Sound on the W side of Church Island in E Currituck County.
NCG16582,Wolf Swamp,Swamp,Wetlands,rises in N Onslow County and flows SE into Northeast Creek.
NCG16599,Wood Cove,Cove,Water,swamp in central Pender County on Northeast Cape Fear River.
NCG16602,Wood Island,Island,Landform,a small island in SW Carteret County in Bogue Sound.
NCG16603,Wood Lake,Lake,Water,"NE Cherokee County, is formed by a dam on Thrash Creek. Covers approx. 8 acres, with a max. depth of 35 ft."
NCG16609,Woodard's Pond,Pond,Water,"E Wilson County, was formed in 1954 by the construction of a dam across a natural hollow between two hills. Covers 12 acres; max. depth 14 ft. Named for W. D. Woodard, owner. Used for fishing, swimming, boating, and irrigation."
NCG16631,Woods Millpond,Millpond,Water,E Wayne County on a tributary of West Bear Creek.
NCG16639,Woodstock Point,Point,Landform,"E Beaufort County on Pungo River. In 1739 a town named Woodstock was laid out there to serve as the county seat of Hyde County. The courthouse burned in 1789, and the following year the county seat was moved. Remains of the old courthouse may still be seen at low tide off Woodstock Point. A post office at Woodstock operated until 1825."
NCG16658,Wooten Millpond,Millpond,Water,"E Wayne County on Walnut Creek. Named for Shadrach Wooten, Revolutionary War soldier, who moved to Columbus County in 1805. Descendants still live in the area."
NCG16668,Worley Cove,Cove,Water,E Haywood County on the head of North Hominy Creek.
NCG16672,Worrell Mill Pond,Pond,Water,"NE Northampton County on Kirbys Creek. Prior to about 1916, when M. E. Worrell purchased the mill, it was known as Watson's Mill. For a time, a generator there produced electricity for the town of Murfreesboro, 3 mi. s. A marl cliff near the millrace has yielded evidence of at least ten species of marine life."
NCG16673,Worrells Mill Pond,Pond,Water,"W Hertford County at the junction of Hares and Institute Branches. Formed prior to 1842 and known first as Griffith's Mill Pond. Covers 75 acres, with a max. depth of 17 ft."
NCG16682,Wright Cove,Valley,Landform,the valley through which Crawford Creek flows in S Clay County.
NCG16687,Wrights Island,Island,Landform,S Onslow County on the NE side of New River Inlet.
NCG16693,Wrightsville Sound,Sound,Water,E New Hanover County W of Wrightsville Beach island. See also Wrightsville.
NCG16700,Wyesocking Bay,Bay,Water,"in Pamlico Sound, E Hyde County, bounded by Long Point on the NE and by Hog Island Point on the sw. The Collet map, 1770, shows Yesocking Creek flowing into the bay, unnamed on the map. The creek named by Collet no longer exists since a canal has been dug at or near its course. The Indian word from which Wyesocking has developed is believed to have been wayÃ¤ci, which, in combination with another word, meant ""directly"" or ""straightaway,"" referring to a landing place."
NCG16736,Yates Cove,Valley,Landform,central Haywood County between Fincher Mountain and McElroy Cove.
NCG16755,Yellow Jacket Lake,Lake,Water,"S Wilkes County on Moravian Creek. Covers approx. 2 acres; max. depth 15 ft. Built by R. Don Laws and named for his newspaper, the Yellow Jacket, which was est. in Moravian Falls in 1895."
NCG16760,Yellow Swamp,Swamp,Wetlands,rises in S Wayne County and flows W into Thoroughfare Swamp.
NCG16784,Young Cove,Cove,Water,E Macon County on a tributary of Watauga Creek.
NCG16785,Young Cove,Cove,Water,at the head of Young Cove Creek in E Mitchell County.
NCG16794,Youngs Island,Island,Landform,"a loam island approx. 2 mi. long and Â¾ mi. wide, in Pee Dee River, N Anson County."
