id,label,pronunciation,description,County,feature_type
NCG11794,Pilot Mountain,,"town in E Surry County. Alt. 1,100. Inc. 1889. Named for the nearby mountain.",Surry,Town
NCG11795,Pilot Ridge,,central Madison County parallel to Teat Branch. Walnut Knob is on the S end of this ridge.,Madison,Ridge
NCG11796,Pilot Ridge,,"W Swain County in Great Smoky Mountains National Park, a spur of Welch Ridge extending SE from Cherry Gap to Pilot Knob, lat. 35°28'18"" N., long. 83°35'37"" W.",Swain,Ridge
NCG11797,Pilot Rock,,N Transylvania County between Dividing Ridge and Pilot Cove.,Transylvania,Rock
NCG11798,Pilot Township,,E Surry County.,Surry,Township
NCG11799,Pilot View,,community in central Yadkin County between North Deep and Forbush Creeks. Formerly known as Sugartown.,Yadkin,Community
NCG11800,Pin Gap,,S Macon County between Foster Knob and the head of Jones Creek.,Macon,Gap
NCG11801,Pin Hook,,community in central Northampton County.,Northampton,Community
NCG11802,Pin Oak Gap,,"on Haywood-Swain county line on the head of Ledge Creek in Great Smoky Mountains National Park. Alt. 4,428. A prominent Indian trail passed through the gap before the coming of Europeans.",Haywood|Swain,Gap
NCG11803,Pinch Gut Branch,,"rises in E Surry County and flows SE into Stokes County, where it enters Big Creek. Said to have been named by Saura Indians in the vicinity who almost starved because of the scarcity of game.",Surry,Branch
NCG11804,Pinch Gut Creek,,rises in W Anson County and flows N into Brown Creek.,Anson,Creek
NCG11805,Pinch Gut Creek,,rises in S Catawba County and flows SW into Maiden Creek.,Catawba,Creek
NCG11806,Pinchback's Tavern,,See Clarksville.,,Reference
NCG11807,Pinchgut Branch,,rises in S Duplin County and flows S into Island Creek.,Duplin,Branch
NCG11808,Pinchgut Creek,,rises in NW Caldwell County and flows E into Johns River. See also Coldass Creek.,Caldwell,Creek
NCG11809,Pinckton,,"community in NW Ashe County. Alt. approx. 3,498.",Ashe,Community
NCG11810,Pine Barrens,,See Sandhills.,,Reference
NCG11811,Pine Branch,,rises in E central Madison County and flows N into Big Laurel Creek.,Madison,Branch
NCG11812,Pine Branch,,rises in W Surry County and flows SW into Mitchell River.,Surry,Branch
NCG11813,Pine Cabbin,,See Weaverville.,,Reference
NCG11814,Pine Camp Branch,,"rises in N Avery County and flows W into Tennessee, where it enters Elk River.",Avery,Branch
NCG11815,Pine Creek,,rises in W Jackson County and flows NE into Lake Thorpe.,Jackson,Creek
NCG11816,Pine Gap Branch,,rises in W Swain County and flows NW into Hazel Creek.,Swain,Branch
NCG11817,Pine Grove,,community in SE Craven County on Tucker Creek. Alt. 23.,Craven,Community
NCG11818,Pine Hall,,community in SE Stokes County. Named for the pine trees growing there.,Stokes,Community
NCG11819,Pine Hammock,,a tidal-marsh island approx. 1¼ mi. long in N Pamlico County.,Pamlico,Island
NCG11820,Pine Hill,,"mountain in the Cane Creek Mountains, S Alamance County.",Alamance,Mountain
NCG11821,Pine Knob,,"N Rutherford County between two unnamed branches that are the headwaters of Mountain Creek. Alt. approx. 1,555. Sometimes known as Piney Knob.",Rutherford,Knob
NCG11822,Pine Knob,,SE Watauga County N of Bens Ridge.,Watauga,Knob
NCG11823,Pine Knob Branch,,rises in SE Watauga County and flows NE into Laurel Fork.,Watauga,Branch
NCG11824,Pine Level,,town in E Johnston County. Settled about 1868; inc. 1874. Named for pine forest and level land of the area. Alt. 155. Produces cottonseed oil.,Johnston,Town
NCG11825,Pine Level Township,,E central Johnston County.,Johnston,Township
NCG11826,Pine Log Branch,,rises in N Nash County and flows NE into Beaverdam Swamp.,Nash,Branch
NCG11827,Pine Log Creek,,rises in W Anson County and flows N into Richardson Creek.,Anson,Creek
NCG11828,Pine Mountain,,S Macon County between Jones Creek and South Fork [Skeenah Creek].,Macon,Mountain
NCG11829,Pine Mountain,,NE Transylvania County between Sitton Creek and Osborn Branch.,Transylvania,Mountain
NCG11830,Pine Orchard Mountain,,"N Watauga County, extends NE from the head of Riddle Fork.",Watauga,Mountain
NCG11831,Pine Plains,,See Cape Fear Section.,,Reference
NCG11832,Pine Ridge,,central Avery County.,Avery,Ridge
NCG11833,Pine Ridge,,"SE Yancey County, extends NE between South Toe River and Pine Ridge Branch.",Yancey,Ridge
NCG11834,Pine Ridge,,"community in N Surry County between Little Fisher River and Stewart Creek. Alt. 1,347.",Surry,Community
NCG11835,Pine Ridge Branch,,rises in SE Yancey County and flows S into Three Forks Creek.,Yancey,Branch
NCG11836,Pine Run,,rises in E Watauga County and flows NE into South Fork New River.,Watauga,Run
NCG11837,Pine Stand Ridge,,"N Cherokee County, extends SE from Copper Ridge to the junction of Beaverdam and Garreck Creeks.",Cherokee,Ridge
NCG11838,Pine Station,,community in S Wake County.,Wake,Community
NCG11839,Pine Swamp,,rises in S Ashe County and flows N into South Fork New River.,Ashe,Swamp
NCG11840,Pine Swamp Branch,,rises in central Yancey County and flows SW into Cane River.,Yancey,Branch
NCG11841,Pine Swamp Creek,,rises in S Alleghany County and flows N into Little River.,Alleghany,Creek
NCG11842,Pine Swamp Township,,SE Ashe County.,Ashe,Township
NCG11843,Pine Top,,peak in W Surry County near the head of South Fork.,Surry,Top
NCG11844,Pine Tree Cove,,W Haywood County on Pine Tree Cove Creek.,Haywood,Cove
NCG11845,Pine Tree Cove Creek,,rises in W Haywood County and flows NE into Jonathans Creek.,Haywood,Creek
NCG11846,Pine Tree Gap,,"W Haywood County in Great Smoky Mountains National Park near lat. 35°33'23"" N., long. 83°06'37"" W., between Little Bald Knob and Hemphill Bald. Alt. 5,270.",Haywood,Gap
NCG11847,Pine Tree Mountain,,S Buncombe County E of the Biltmore Estate.,Buncombe,Mountain
NCG11848,Pine Tree Store,,community in SE Hertford County.,Hertford,Community
NCG11849,Pine Tree Swamp,,rises in NE Craven County and flows NW into Little Swift Creek.,Craven,Swamp
NCG11850,Pinebluff,,town in S Moore County. Settled approx. 1890. Inc. 1899. Named for the longleaf pine in the vicinity. Alt. 307.,Moore,Town
NCG11851,Pinedene,,community in S Moore County S of town of Southern Pines.,Moore,Community
NCG11852,Pinehurst,,town in S Moore County. Settled 1895. Inc. 1949. Named for its location in a pine forest. A popular resort founded by Tufts family and renowned for its golf courses. Alt. 536.,Moore,Town
NCG11853,Pinelog,,community in central Columbus County.,Columbus,Community
NCG11854,Pinelog Branch,,rises in W Pitt County and flows SW into Little Contentnea Creek.,Pitt,Branch
NCG11855,Pinelog Creek,,rises in SW Clay County and flows NE into Brasstown Creek.,Clay,Creek
NCG11856,Pinelog Swamp,,rises in N Columbus County and flows S into Soules Swamp.,Columbus,Swamp
NCG11857,Pineola,,"community in S Avery County on Linville River. Alt. 3,538. Post office est. there in 1911 as Saginaw. Name changed to Pineola in 1914 for the pine trees growing in the vicinity and for Ola Penland, daughter of a local hotel keeper.",Avery,Community
NCG11858,Pineroot Branch,,rises in N Mitchell County and flows W into Big Rock Creek.,Mitchell,Branch
NCG11859,Pinetops,,"town in S Edgecombe County. Inc. 1903. Named by Henry Clark Bridgers (1876-1951), founder of the East Carolina Railway, which was completed between Tarboro and Hookerton in 1900. On the first run of the new railroad, Bridgers noticed that he could see only the tops of pine trees from the train there. Produces furniture. Alt. 100.",Edgecombe,Town
NCG11860,Pinetown,,town in N central Beaufort County. Alt. 43. Inc. 1907.,Beaufort,Town
NCG11861,Pinetree Creek,,a channel of water separated from the main body of Neuse River by two small islands in central Craven County.,Craven,Creek
NCG11862,Pineview,,community in W Harnett County. Formerly the center of a large area devoted to dewberry culture. Alt. 320.,Harnett,Community
NCG11863,Pineville,,"town in S Mecklenburg County. Inc. 1873. James K. Polk, eleventh president of the United States, was born 1 mi. e, 1795. Formerly Morrow's Turnout, which see. Alt. 575.",Mecklenburg,Town
NCG11864,Pineville Township,,"former township in central Mecklenburg County, now township no. 14.",Mecklenburg,FormerCommunity
NCG11865,Piney,,"community in SW Caldwell County, formerly known as Hobart. Alt. 1,309.",Caldwell,Community
NCG11866,Piney Bottom Creek,,"rises on the Fort Bragg Military Reservation, NW Hoke County, and flows SW into Rockfish Creek.",Hoke,Creek
NCG11867,Piney Branch,,rises in N Mitchell County and flows S into Little Rock Creek.,Mitchell,Branch
NCG11868,Piney Creek,,rises in N central Ashe County and flows SE into North Fork New River.,Ashe,Creek
NCG11869,Piney Creek,,community in NW Alleghany County.,Alleghany,Community
NCG11870,Piney Creek Township,,N central Ashe County.,Ashe,Township
NCG11871,Piney Field Top,,E Haywood County between Pisgah Creek and Hungry Creek.,Haywood,Top
NCG11872,Piney Fork,,community in central Rockingham County. Historically African American; named for local church.,Rockingham,Community
NCG11873,Piney Fork Creek,,"rises in SW Alleghany County and flows SW into E Ashe County, where it joins Mulberry Creek in forming Cranberry Creek.",Ashe,Creek
NCG11874,Piney Green,,community in N Sampson County.,Sampson,Community
NCG11875,Piney Grove,,See Pino.,,Reference
NCG11876,Piney Grove Landing,,"on Pungo River, E Beaufort County.",Beaufort,Transportation
NCG11877,Piney Grove Run,,rises in E Beaufort County and flows N into Pungo River.,Beaufort,Run
NCG11878,Piney Grove Township,,NE Sampson County.,Sampson,Township
NCG11879,Piney Island,,"W portion of Church Island, which see, peninsula in central Currituck County extending into Currituck Sound. Coinjock Bay lies between the W shore and the mainland. Shown as a separate island, Pine Island, on the MacRae map, 1833.",Currituck,Island
NCG11880,Piney Island Bay,,central Currituck County between Coinjock Bay and the SW coast of Piney Island.,Currituck,Bay
NCG11881,Piney Knob,,See Pine Knob.,,Reference
NCG11882,Piney Knob Fork,,rises in S Macon County and flows NE into Turtle Pond Creek.,Macon,Fork
NCG11883,Piney Marsh,,"N Tyrrell County, an area of swampland on Scuppernong River opposite the town of Columbia.",Tyrrell,Marsh
NCG11884,Piney Mountain,,N Henderson County between Green Mountain and Clear Creek.,Henderson,Mountain
NCG11885,Piney Mountain,,E Rutherford County between Puzzle Creek and the head of Brushy Creek.,Rutherford,Mountain
NCG11886,Piney Mountain Creek,,rises in E Jackson County and flows SE to join Rough Butt Creek in forming Caney Fork.,Jackson,Creek
NCG11887,Piney Mountain Ridge,,"E Jackson County, extends NE from Rich Gap to Richland Balsam.",Jackson,Ridge
NCG11888,Piney Point,,"peninsula in E Pamlico County extending into Pamlico Sound. Appears on the Moseley map, 1733.",Pamlico,Peninsula
NCG11889,Piney Prospect,,See Point Prospect.,,Reference
NCG11890,Piney Ridge,,"NW Swain County in Great Smoky Mountains National Park, a short spur extending W from Paw Paw Ridge, lat. 35°31'30"" N., long. 83°45'22"" W.",Swain,Ridge
NCG11891,Piney Top,,central Clay County at the N end of Big Pine Ridge.,Clay,Top
NCG11892,Piney Wood Creek,,rises in E Swain County and flows SW into Una Creek.,Swain,Creek
NCG11893,Pinhook Gap,,"on the Jackson-Transylvania county line at the head of Bee Tree Fork. Alt. 4,175.",Jackson|Transylvania,Gap
NCG11894,Pink Beds,,"plateau area in N Transylvania County in Pisgah National Forest. Used extensively as a recreation area. Name comes from the color of rhododendron that once covered the area. Alt. 3,280.",Transylvania,Area
NCG11895,Pink Fox Cove,,N Buncombe County between Hemphill and Brank Mountains.,Buncombe,Valley
NCG11896,Pink Hill,,"town in SE Lenoir County. A post office est. there, 1849. Inc. 1907. Named for a nearby plantation.",Lenoir,Town
NCG11897,Pink Hill Township,,S Lenoir County.,Lenoir,Township
NCG11898,Pink Ridge,,S Avery County.,Avery,Ridge
NCG11899,Pinkney,,See South Gastonia.,,Reference
NCG11900,Pinkston,,"community in central Anson County. Named about 1911, when railroad construction reached this point on the land of John Pinkston.",Anson,Community
NCG11901,Pinnacle,,"community in SW Stokes County. Alt. 1,085. Inc. 1901; charter repealed 1903. Originally known as Culler for Emanuel W. Culler, who owned part of the land on which a railroad station was built. The railroad began operation in 1888, and the post office there, 1880-1900, was known as Culler. The present name was adopted in 1900.",Stokes,Community
NCG11902,Pinnacle Branch,,rises in S Macon County and flows E into Shope Fork.,Macon,Branch
NCG11903,Pinnacle Creek,,rises in NW Swain County on Jenkins Trail Ridge and flows SW into Eagle Creek.,Swain,Creek
NCG11904,Pinnacle Gap,,NE Buncombe County near Craggy Pinnacle in Great Craggy Mountains.,Buncombe,Gap
NCG11905,Pinnacle Knob,,"at the junction of Buncombe-McDowell-Yancey county lines. Alt. 5,665.",Buncombe|McDowell|Yancey,Knob
NCG11906,Pinnacle Knob,,on Macon-Swain county line S of Brush Creek.,Macon|Swain,Knob
NCG11907,Pinnacle Mountain,,"on the McDowell-Rutherford county line. Alt. 3,832.",McDowell|Rutherford,Mountain
NCG11908,Pinnacle Ridge,,"NW Swain County, extends NE from Eagle Creek to Pinnacle [peak].",Swain,Ridge
NCG11909,Pinnacle Ridge,,"W Watauga County, extends NE between Bear Branch and Brassy Gap Branch.",Watauga,Ridge
NCG11910,Pinnacle Spring,,"S Yancey County, the source of Left Prong South Toe River.",Yancey,Spring
NCG11911,"Pinnacle, The",,mountain in S Macon County between Hickory Knoll Creek and Gray Gap.,Macon,Mountain
NCG11912,Pinner Cove,,the valley through which Robinson Creek flows in S Buncombe County W of Merrill Mountain.,Buncombe,Valley
NCG11913,Pinner Creek,,"rises in S Buncombe County and flows SE into Henderson County, where it enters Cane Creek.",Buncombe,Creek
NCG11914,Pinnix,,"community in central Davidson County served by post office, 1894-1904.",Davidson,Community
NCG11915,Pino,,"community in NW Davie County. First known as Piney Grove, but changed to Pino in 1890 when a post office was est. (closed 1906).",Davie,Community
NCG11916,Pinoka,,community in S Montgomery County; named in 1922 by local teacher who looked out the front window and saw pine trees and looked out the back window and saw oak trees.,Montgomery,Community
