id,label,feature type,general watertype,description
NCG14699,Storys Creek,Creek,Stream,rises in central Person County and flows NE into Marlowe Creek.
NCG14709,Straight Creek,Creek,Stream,"W Haywood County in Great Smoky Mountains National Park, rises near lat. 35°34'37"" N., long. 83°09'36"" W., and flows E into Caldwell Fork."
NCG14710,Straight Fork,Fork,Stream,rises in NE Swain County in Great Smoky Mountain National Park and flows S and SW into Raven Fork.
NCG14714,Strange Branch,Branch,Stream,rises in NE Cherokee County and flows SE into Big Cove Branch.
NCG14718,Stratton Branch,Branch,Stream,rises in NW Swain County and flows SE into Lake Cheoah.
NCG14720,Strawberry Branch,Branch,Stream,rises in E Lenoir County in the N part of Ball Pocosin and flows N into Southwest Creek.
NCG14728,Stringfellow Branch,Branch,Stream,rises in S Watauga County in Moses H. Cone Memorial Park and flows E through Bass Lake and into Chetola Lake on Middle Fork [South Fork New River].
NCG14729,Strouds Creek,Creek,Stream,rises in N Orange County and flows SE into Eno River.
NCG14732,Stuart Creek,Creek,Stream,rises in NW Henderson County in Pisgah National Forest and flows NE into North Fork.
NCG14738,Stumpy Creek,Creek,Stream,rises in S Iredell County and flows SW into Cornelius Creek.
NCG14744,Sturgeon Creek,Creek,Stream,rises in NE Brunswick County and flows E into Mill Creek.
NCG14750,Suddawig Branch,Branch,Stream,rises in SW Clay County and flows NW into Hiwassee River.
NCG14751,Suddereth Branch,Branch,Stream,rises in E Cherokee County on Mission Mountain and flows SE into Hiwassee River.
NCG14753,Sugar Branch,Branch,Stream,rises in W Jackson County and flows SE then NE into Savannah Creek.
NCG14754,Sugar Camp Branch,Branch,Stream,rises in SW Madison County and flows NE into Spring Creek.
NCG14755,Sugar Camp Creek,Creek,Stream,is formed in S Yancey County by the junction of Ogle and Timber Creeks and flows SW and NW into Cane River.
NCG14758,Sugar Cove Branch,Branch,Stream,rises in S Haywood County and flows NW into Sorrell Creek.
NCG14759,Sugar Cove Creek,Creek,Stream,rises in SE Yancey County and flows SW into Three Forks Creek.
NCG14761,Sugar Creek,Creek,Stream,rises in NW Buncombe County near Newfound Mountain and flows NE into Sandy Mush Creek.
NCG14762,Sugar Creek,Creek,Stream,"is formed in central Mecklenburg County by the junction of Stewart and Taggart Creeks and flows SW into South Carolina, where it enters Catawba River. Appears on the Collet map, 1770. Name derived from an Indian word apparently meaning ""group of huts."""
NCG14779,Sugar Tree Branch,Branch,Stream,rises in NW Ashe County and flows S into North Fork New River.
NCG14781,Sugarcamp Fork,Fork,Stream,rises in N Buncombe County and flows NW into Main Creek.
NCG14786,Sugarloaf Creek,Creek,Stream,rises in N Jackson County and flows NW into Scott Creek.
NCG14792,Sugartree Branch,Branch,Stream,rises in E Mitchell County and flows NW into Mine Fork Branch.
NCG14799,Suggs Creek,Creek,Stream,rises in NE Montgomery County and flows SE into Little River.
NCG14804,Sular Creek,Creek,Stream,rises in NW Cherokee County and flows SW into Hiwassee River between Apalachia and Hiwassee Dams.
NCG14808,Sullins Branch,Branch,Stream,rises in E Mitchell County and flows SW into North Toe River.
NCG14810,Sulphur Branch,Branch,Stream,rises in N central Gaston County just NW of Pasour Mountain and flows NE to empty into South Fork River near the community of High Shoals.
NCG14813,Sumey Creek,Creek,Stream,"rises in NE Rutherford County and flows S into First Broad River. The name is variously spelled as Summy, Somey, and Sommey. Named for the Sumey family, early settlers."
NCG14824,Sumpter Cabin Branch,Branch,Stream,rises in S Watauga County and flows S into Middle Fork [South Fork New River].
NCG14828,Sunday Branch,Branch,Stream,rises in E central Clay County and flows NW into Tusquitee Creek.
NCG14830,Sunk Branch,Branch,Stream,rises in NE Cherokee County and flows SE into Dan Holland Creek.
NCG14855,Sutton Branch,Branch,Stream,rises in W Jackson County and flows SE into Savannah Creek.
NCG14856,Suttons Creek,Creek,Stream,"rises in E Perquimans County and flows S into Perquimans River. Named for the Sutton family, which owned land there before 1700."
NCG14864,Swallow Fork,Fork,Stream,"W Haywood County in Great Smoky Mountains National Park, rises near lat. 35°42'11"" N., long. 83°07'47"" W., and flows NW into Big Creek."
NCG14865,Swamp Creek,Creek,Stream,"rises in SW Dare County and flows SW into Alligator River. Appears on the Collet map, 1770."
NCG14868,Swan Creek,Creek,Stream,is formed in E Wilkes County by the junction of East Swan Creek and West Swan Creek and flows N into Yadkin River.
NCG14885,Swannanoa Creek,Creek,Stream,rises in W McDowell County and flows E into Mill Creek.
NCG14888,Swannanoa River,River,Stream,"rises near Swannanoa Gap on the Buncombe-McDowell county line and flows W into French Broad River S of Asheville. Name is a corruption of Suwali-Nunna, the Cherokee word for ""trail of the Suwali tribe."""
NCG14896,"Swash, The",Channel,Waterway,"a narrow channel between Horse Island and Core Banks, NE Carteret County."
NCG14898,Swearing Creek,Creek,Stream,"rises in N Davidson County and flows SW into Yadkin River. Named for Swearingen family. Appears on the Collet map, 1770, as Swaring Creek."
NCG14899,Sweet Branch,Branch,Stream,rises in W Yancey County and flows NW into Cane River.
NCG14900,Sweet Creek,Creek,Stream,rises in central Mitchell County and flows SE into Cub Creek.
NCG14902,Sweeten Creek,Creek,Stream,"rises in S Buncombe County and flows NW into Swannanoa River. Named for the Sweiton family, early settlers. Name later changed to Foster's Mill Creek and then back to Sweeten Creek."
NCG14905,Sweetwater Branch,Branch,Stream,rises in N Yancey County and flows SE into Sampson Branch.
NCG14906,Sweetwater Creek,Creek,Stream,"rises in E Graham County and flows SW and nw, where it joins Tulula Creek in forming Cheoah River."
NCG14907,Sweetwater Creek,Creek,Stream,"drains Statons Pond, which see, in central Martin County and flows N into Roanoke River. Appears as Flat Branch on the Collet map, 1770."
NCG14909,Sweetwater Spring,Spring,Stream,in the headwaters of Haywood Gap Stream in S Haywood County.
NCG14913,Swift Creek,Creek,Stream,"rises in S Wake County and flows SE into Johnston County, where it enters Neuse River. Appears on the Collet map, 1770."
NCG14916,Swift Fork Branch,Branch,Stream,rises in SE Watauga County and flows SE into Elk Creek.
NCG14919,Swimmer Branch,Branch,Stream,rises in N Jackson County and flows S into Wrights Creek.
NCG14925,Swopes Branch,Branch,Stream,rises in E Cabarrus County and flows SE into Little Buffalo Creek.
NCG14926,Sycamore Creek,Creek,Stream,rises in NW Wake County and flows W and S along the Durham-Wake county line for a part of its course and then SE in Wake County into Turkey Creek.
NCG14932,Symonds Creek,Creek,Stream,rises in S Pasquotank County and flows S into Little River.
NCG14934,Tabbs Creek,Creek,Stream,"rises in E Granville County and flows SE across SW Vance County into Tar River on the Vance-Franklin county line. Appears on the Collet map, 1770, as Tans Creek, probably as an engraver's error. For a time prior to 1764, the Granville County Courthouse was located on Tabbs Creek. Tabb's Creek District had 57 heads of families at the time of the 1790 census."
NCG14937,Table Rock Branch,Branch,Stream,rises in NE Swain County and flows SW into Straight Fork.
NCG14940,Tabor Branch,Branch,Stream,rises in N Swain County and flows SE into Bradley Fork.
NCG14943,Tackett Branch,Branch,Stream,rises in N Rockingham County and flows SE into Smith River.
NCG14945,Taggart Creek,Creek,Stream,rises in central Mecklenburg County and flows SE to join Stewart Creek in forming Sugar Creek.
NCG14949,Talc Mountain Branch,Branch,Stream,rises in SW Swain County and flows SE into Nantahala River.
NCG14951,Talley Mill Creek,Creek,Stream,"rises in SE Macon County and flows SE into Rabun County, Ga., where it enters Big Creek."
NCG14953,Tallulah River,River,Stream,"rises in SE Clay County and flows SE into Towns County, Ga., where it enters Tugaloo River."
NCG14957,Tamban Branch,Branch,Stream,rises in central Duplin County and flows W into Northeast Cape Fear River.
NCG14961,Tanasee Creek,Creek,Stream,rises in E Jackson County at Mount Hardy Gap and flows approx. 9 mi. SW to enter Tuckasegee River.
NCG14968,Tank Creek,Creek,Stream,rises in NW Cumberland County and flows NE into Little River.
NCG14969,Tantram Branch,Branch,Stream,rises in SE Buncombe County near Patton Gap in the Swannanoa Mountains and flows S into Trantham Creek.
NCG14971,Tantrough Branch,Branch,Stream,rises in E central Yancey County and flows N into Little Crabtree Creek. Named for the wooden trough used in tanning hides that an early settler had there. The spelling Tantroft is also used.
NCG14972,Tanyard Branch,Branch,Stream,rises in central Rutherford County NW of Rutherfordton and flows SE into Cleghorn Creek. At one time it was known as Milk House Branch.
NCG14973,Tanyard Creek,Creek,Stream,rises in N Yadkin County and flows NE into Yadkin River.
NCG14977,Tar Creek,Creek,Stream,rises in E Pamlico County and flows N into Broad Creek.
NCG14979,Tar Kiln Creek,Creek,Stream,rises in S Pamlico County and flows S into Dawson Creek.
NCG14989,Tarcamp Branch,Branch,Stream,rises in W Jackson County and flows E into West Fork Tuckasegee River.
NCG14991,Tarkiln Branch,Branch,Stream,rises in W Transylvania County and flows NE into Catheys Creek.
NCG15000,Tate Branch,Branch,Stream,rises in NE Clay County and flows NE into Nantahala River.
NCG15006,Tatham Creek,Creek,Stream,rises in W Jackson County and flows NW into Savannah Creek.
NCG15013,Taylor Creek,Creek,Stream,a waterway separating Carrot Island from the mainland in S central Carteret County; flows from Lenox Point on the E to the mouth of Newport River on the w.
NCG15014,Taylor Creek,Creek,Stream,rises in N Craven County and flows SE into Neuse River.
NCG15019,Taylors Branch,Branch,Stream,rises in NE Columbus County and flows NE into Livingston Creek.
NCG15023,Taylors Creek,Creek,Stream,rises in S central Randolph County and flows W into Caraway Creek.
NCG15031,Taywa Creek,Creek,Stream,rises in NE Swain County in Great Smoky Mountains National Park on Hughes Ridge and flows SW into Bradley Fork. Named for a Cherokee Indian chief.
NCG15034,Teaches Hole,Channel,Waterway,"a navigable channel running NE and SW from Ocracoke Inlet, SE Hyde County. Traditionally named for Edward Teach, or Blackbeard, the notorious pirate killed nearby in 1718. Appears as Thatches Hole on the Moseley map, 1733, and shown as being closed at the NE end."
NCG15036,Teague Branch,Branch,Stream,rises in central Haywood County and flows NW into Pigeon River.
NCG15037,Teague Branch,Branch,Stream,rises in S Macon County on the N side of Turkey Knob and flows N into Tellico Creek.
NCG15041,Teat Branch,Branch,Stream,rises in central Madison County and flows NW into Big Laurel Creek.
NCG15042,Teds Branch,Branch,Stream,rises in NE Swain County and flows S into Straight Fork.
NCG15046,Telfairs Creek,Creek,Stream,rises in S New Hanover County and flows SE into Cape Fear River. Called Rock Run on a coastal survey map made in 1851-53.
NCG15048,Tellico Creek,Creek,Stream,rises in N Macon County and flows NE into Little Tennessee River.
NCG15049,Tellico River,River,Stream,"rises in N Cherokee County and flows W into Monroe County, Tenn., where it turns N to flow into Tennessee River."
NCG15051,Temples Creek,Creek,Stream,rises in N Davidson County and flows N into Reedy Creek.
NCG15062,Tennessee Branch,Branch,Stream,rises in N Swain County and flows SE into Bradley Fork.
NCG15072,Terrapin Creek,Creek,Stream,rises in W Warren County and flows N into Blue Mud Creek.
NCG15077,Terrapin Run,Run,Stream,"a bay in White Oak River, W Carteret County, that empties into Croaker Channel. Named for the fact that fishermen catch numerous terrapins there."
NCG15080,Terrell Creek,Creek,Stream,rises in N Chatham County and flows NE into Haw River.
NCG15083,Terrible Creek,Creek,Stream,rises in SW Wake County N of town of Fuquay-Varina and flows E through Johnsons Pond and into Middle Creek.
NCG15084,Terris Fork,Fork,Stream,rises in E Madison County and flows W into Paint Fork. Appears as Terry Fork and Terrace Fork on various maps.
NCG15085,Terry Branch,Branch,Stream,rises in NW Nash County and flows E into Tumbling Run.
NCG15086,Terry Creek,Creek,Stream,rises in S Henderson County and flows N into Green River.
NCG15089,Tessentee Creek,Creek,Stream,rises in S Macon County and flows W into Little Tennessee River.
NCG15104,Thicket Branch,Branch,Stream,rises in NE Swain County and flows SW into Right Fork [Raven Fork].
NCG15105,Thickety Creek,Creek,Stream,rises in E Haywood County and flows S into Pigeon River.
NCG15106,Thickety Creek,Creek,Stream,rises in S Montgomery County and flows SW into Little River.
NCG15108,Third Fork Creek,Creek,Stream,rises in S Durham County and flows SW into New Hope Creek.
NCG15109,Thirty Foot Canal,Canal,Waterway,"E Washington County, extends NE between Lake Phelps and Scuppernong River."
NCG15111,Thomas Branch,Branch,Stream,rises in central Madison County and flows SW into Hopewell Branch.
NCG15112,Thomas Creek,Creek,Stream,rises in W Wake County and flows SE into Little Whiteoak Creek.
NCG15122,Thompson Branch,Branch,Stream,rises in W Cherokee County on Ghormley Mountain and flows NW into Shoal Creek.
NCG15123,Thompson Branch,Branch,Stream,rises in S Swain County and flows N into Sawmill Creek.
NCG15124,Thompson Creek,Creek,Stream,rises in N Transylvania County and flows S into South Fork Mills River.
