name,wikidata_id,human,discogs_id,type,originate_from,ncg_id,Period (start),Period (end),genre,description
Caitlin Linney,Q24525352,TRUE,,songwriter|singer-songwriter,Durham,NCG04584,"January 5, 1989",,indiepop,"Caitlin Donerly Linney (born in Durham, NC), known professionally as Linney, is an American singer and songwriter. Her career began in 2011 with a kickstarter campaign. Since then, she has written and performed multiple songs and won several awards. Her first award was for “best song” at the 28th Annual EVVY Awards. In 2016, she won the John Lennon Songwriting Contest for “Coming Back for More,” which led to a performance on the Main Stage at NAMM at the Anaheim Convention Center on January 23, 2016. She has released a studio album and two EPs. Her single, “ That Night,” which is on her “Things We Say” EP, has been streamed more than 780,000 times on Spotify. On February 9, 2018, she released her single, ""Outta My Heart,"" which Halsey tweeted about. She continues to release singles and will tour in summer 2018."
Anita Morris,Q526716,TRUE,949378,actor|singer|dancer|television actor|stage actor|film actor,Durham,NCG04584,"March 14, 1943","March 2, 1994",musical,"Anita Rose Morris (March 14, 1943 – March 2, 1994) was an American actress, singer and dancer. She began her career performing in Broadway musicals, including Jesus Christ Superstar, Seesaw and Nine, for which she received a Tony Award nomination. During her career, Morris had starring roles in a number of films, include The Hotel New Hampshire (1984), Absolute Beginners (1986), Ruthless People (1986), Aria (1987), 18 Again! (1988), Bloodhounds of Broadway (1989) and A Sinful Life (1989). She had leading roles in two short-lived television series in 1980s: the NBC prime time soap opera Berrenger's (1985), and the Fox sitcom Down and Out in Beverly Hills (1987)."
MystiMayhem,Q16751924,TRUE,,singer-songwriter,Durham,NCG04584,"May 14, 1984",,traditional folk music,"Mysti Mayhem (born Misty Dawn Naholnik on May 14, 1984) is a female American singer-songwriter and musician based in Durham, NC, and is the 13th artist to have the development of an album financed by pre-sales with the fan-funded music record label Sellaband. 532 fan-based contributions achieved the USD$50,000 threshold required for production of her first solo album Diversity, released August 15, 2008. She is combining use of the internet with new and traditional music production in a new funding and distribution paradigm to enhance growth and stability in a changing industry. Her music career began informally at the age of 3 and development continued via her mother, the public school music program and private tutoring. Her formal career began through stage performances while in high school. In 2004 Mysti joined Spellbox and produced 4 albums until Spellbox disbanded in 2009. It was during this five-year period that involvement with the internet began to become prevalent in moving her career forward."
The Mountain Goats,Q145515,FALSE,95417,band,Durham,NCG04584,1991,present,indie folk,"The Mountain Goats are an American band formed in Claremont, California, by singer-songwriter John Darnielle. The band is currently based in Durham, North Carolina. For many years, the sole member of the Mountain Goats was Darnielle, despite the plural moniker. Although he remains the core member of the band, he has worked with a variety of collaborators over time, including bassist and vocalist Peter Hughes, drummer Jon Wurster, multi-instrumentalist Matt Douglas, singer-songwriter Franklin Bruno, bassist and vocalist Rachel Ware, singer-songwriter/producer John Vanderslice, guitarist Kaki King, and multi-instrumentalist Annie Clark. Throughout the 1990s, the Mountain Goats were known for producing low-fidelity home recordings (most notably, on a cassette deck boombox) and releasing recordings in cassette or vinyl 7-inch formats. Since 2002, the Mountain Goats have adopted a more polished approach, often recording studio albums with a full band."
Morray,Q106424881,TRUE,,musician|songwriter|singer|rapper,Fayetteville,NCG05160,"September 9, 1992",,hip hop,"Morae Ebony Ruffin (born November 10, 1992), known professionally as Morray, is an American rapper and singer from Fayetteville, North Carolina. He received widespread recognition in 2020 with his debut single ""Quicksand"", and released his debut mixtape Street Sermons in 2021."
Aja Kim,Q2071088,TRUE,2612430,heavy metal singer|singer-songwriter|composer,Fayetteville,NCG05160,1950,,heavy metal,Aja Kim is an American singer and songwriter.
Dottie Alexander,Q5299497,TRUE,,musician,Fayetteville,NCG05160,"March 22, 1972",,alternative rock,"Dorothy ""Dottie"" Alexander is the former keyboardist for of Montreal, an American indie pop band formed in Athens, Georgia and fronted by Kevin Barnes."
Affion Crockett,Q4688986,TRUE,1302597,actor|film actor|television actor|screenwriter|record producer|voice actor|rapper,Fayetteville,NCG05160,"August 12, 1974",,musical,"Affion Crockett (born August 12, 1974) is an American actor, writer, dancer, rapper, comedian and music producer. He has appeared in many films and television shows."
Malik Turner,Q30122805,TRUE,,rapper,Fayetteville,NCG05160,1901,,hip hop,"Malik Turner (Michael Muhammad) is an American rapper and producer from Fayetteville, NC, who came to prominence in the 1990s as a rapper. He is known for his politically aware, socially conscious lyrics, and sample heavy production. Malik is the other half of the duo, ""Malik Turner (Malik - Mad Lyrics) and DJ Master Jam"". The duo was formed in the early 1990s when Malik and DJ, Master Jam were college students at Cheyney University. In 1992 Malik and Jam, along with two friends, Allen ""Nadir"" Muhammad and Milton ""Fahyim"" Sharp formed ""Son of Man Productions"". In 1994, with the support of Guru from Gang Starr, and DJ Sean Ski, Son of Man Productions released the classic independent single, No More 9 to 5 and The Last Days of Wax on their own label ""Mpacked Sounds"". The classic record was mastered by mastering engineer Tony Dawsey. Mpacked Sounds focused on a more independent label and artist ownership position in their music, during a time when their peers were interested in seeking record deals from major labels. At the time Billboard noted the lead single ""No More 9 to 5"", for having top 40 single potential and hip hop magazines like Rap Sheet and Rap Pages featured Malik and Master Jam as a rising duo to look out for. Projects with Mpacked Sounds led to opportunities to share the stage with the likes of Brand Nubian, the Fu-Schnickens, Black Sheep, Poor Righteous Teachers, Da Bush Babees, The U.M.C.'s, Rakim, and others. Malik is also known for being a group member and lead vocalist (rapper) for the ""New Blackbyrds"", a Jazz fusion group formed by the legendary trumpeter, Donald Byrd; a sister project to Guru's (GangStarr) Jazzmatazz, The New Reality. Malik's work with Donald Byrd included numerous unreleased recorded songs, and performances at The Supper Club (NYC), SOB's, Brooklyn Academy of Music (BAM), the Playboy Jazz Festival (Hollywood Bowl), Catalina Jazz Club, Black Entertainment Television (Jazz Central) and more. Malik's association with Donald Byrd and the New Blackbirds has allowed him to share the stage with Jazz musicians such as Ramsey Lewis, Max Roach, Joe Sample, and others. Malik's unique lyrical ability and flexibility landed him the opportunity to perform in the dance musical ""The Predators Ball -Huckstersof the soul"" produced by Karole Armitage (The Armitage Foundation) and John Gould Rubin. The musical was performed at the Next Wave Festival, Brooklyn Academy of Music, and in Florence, Italy at Teatro Comunale Florence. Malik has written and perform for the sitcom ""Cosby"" with friend and actor Doug E. Doug, and also Jazz musician Don Braden."
Judy Clay,Q2163204,TRUE,145297,singer,Fayetteville,NCG05160,"September 12, 1938","July 19, 2001",soul music,"Judy Clay (September 12, 1938 – July 19, 2001) was an American soul and gospel singer, who achieved greatest success as a member of two recording duos in the 1960s."
J Cole,Q204018,TRUE,750828,rapper|music producer|singer|film director|songwriter|film producer,Fayetteville,NCG05160,"January 28, 1985",,hip hop music|rhythm and blues,"Jermaine Lamarr Cole (born January 28, 1985) is an American rapper, singer, songwriter, and record producer. Cole is regarded as one of the most influential rappers of his generation. Born on a military base in Germany and raised in Fayetteville, North Carolina, Cole initially gained recognition as a rapper following the release of his debut mixtape, The Come Up, in early 2007. Intent on further pursuing a musical career, he went on to release two additional mixtapes, The Warm Up (2009) and Friday Night Lights (2010) both to critical acclaim, after signing to Jay-Z's Roc Nation imprint in 2009. Cole released his debut studio album, Cole World: The Sideline Story, in 2011. It debuted at number one on the US Billboard 200. His next album, Born Sinner (2013), also topped the Billboard 200. Moving into more conscious themes, 2014 Forest Hills Drive (2014) topped the Billboard 200 and earned Cole a Best Rap Album nomination at the 2015 Grammy Awards. His jazz influenced fourth album, 4 Your Eyez Only (2016), debuted at number one on the Billboard 200. Cole's fifth album, KOD (2018), became his fifth number-one album on the Billboard 200 and featured a then-record six simultaneous top 20 hits on the Billboard Hot 100, tying The Beatles. His sixth studio album, The Off-Season, was released on May 14, 2021. Self-taught on piano, Cole also acts as a producer alongside his rap career, producing singles for artists such as Kendrick Lamar and Janet Jackson, as well as handling the majority of the production in his own projects. He has also developed other ventures, including Dreamville Records, as well as a non-profit organization called the Dreamville Foundation. Dreamville's compilation album Revenge of the Dreamers III (2019) debuted at number one on the Billboard 200 and was nominated for Best Rap Album at the 2020 Grammy Awards. In January 2015, Cole decided to house single mothers rent-free at his childhood home in Fayetteville, North Carolina. Cole has won a Grammy Award for Best Rap Song, a Billboard Music Award for Top Rap Album, three Soul Train Music Awards, and 8 BET Hip Hop Awards. All five of his albums have been certified platinum by the Recording Industry Association of America (RIAA), as well as Revenge of the Dreamers III."
